slug,path,family,parent_project_slug,title,meta_title,meta_description,summary,primary_intent,jurisdiction,primary_source_id,secondary_source_ids,must_link_to,template_id,thin_page_risk,minimum_unique_blocks,batch_status,parent_approved_document
approved-document-s-electric-vehicle-charging-checklist,/approved-documents/approved-document-s-electric-vehicle-charging-checklist/,approved_document_longtail,,Approved Document S: Electric vehicle charging infrastructure checklist,Approved Document S: Electric vehicle charging infrastruct,"A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document s: electric vehicle charging infrastructure.","A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document s: electric vehicle charging infrastructure.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/s-electric-vehicle-charging/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,S
approved-document-s-electric-vehicle-charging-common-projects,/approved-documents/approved-document-s-electric-vehicle-charging-common-projects/,approved_document_longtail,,Common home projects affected by Approved Document S: Electric vehicle charging infrastructure,Common home projects affected by Approved Document S: Elec,"See which extensions, conversions, alterations and installations commonly connect to approved document s: electric vehicle charging infrastructure.","See which extensions, conversions, alterations and installations commonly connect to approved document s: electric vehicle charging infrastructure.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/s-electric-vehicle-charging/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,S
approved-document-t-toilets-for-homeowners,/approved-documents/approved-document-t-toilets-for-homeowners/,approved_document_longtail,,Approved Document T: Toilet accommodation for homeowners,Approved Document T: Toilet accommodation for homeowners,Understand when approved document t: toilet accommodation matters for domestic work and which project pages to check next.,Understand when approved document t: toilet accommodation matters for domestic work and which project pages to check next.,approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/t-toilets/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,T
approved-document-t-toilets-checklist,/approved-documents/approved-document-t-toilets-checklist/,approved_document_longtail,,Approved Document T: Toilet accommodation checklist,Approved Document T: Toilet accommodation checklist,"A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document t: toilet accommodation.","A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document t: toilet accommodation.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/t-toilets/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,T
approved-document-t-toilets-common-projects,/approved-documents/approved-document-t-toilets-common-projects/,approved_document_longtail,,Common home projects affected by Approved Document T: Toilet accommodation,Common home projects affected by Approved Document T: Toil,"See which extensions, conversions, alterations and installations commonly connect to approved document t: toilet accommodation.","See which extensions, conversions, alterations and installations commonly connect to approved document t: toilet accommodation.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/t-toilets/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,T
approved-document-7-materials-and-workmanship-for-homeowners,/approved-documents/approved-document-7-materials-and-workmanship-for-homeowners/,approved_document_longtail,,Approved Document 7: Materials and workmanship for homeowners,Approved Document 7: Materials and workmanship for homeown,Understand when approved document 7: materials and workmanship matters for domestic work and which project pages to check next.,Understand when approved document 7: materials and workmanship matters for domestic work and which project pages to check next.,approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/7-materials-and-workmanship/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,7
approved-document-7-materials-and-workmanship-checklist,/approved-documents/approved-document-7-materials-and-workmanship-checklist/,approved_document_longtail,,Approved Document 7: Materials and workmanship checklist,Approved Document 7: Materials and workmanship checklist,"A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document 7: materials and workmanship.","A homeowner-friendly checklist for the evidence, questions and red flags linked to approved document 7: materials and workmanship.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/7-materials-and-workmanship/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,7
approved-document-7-materials-and-workmanship-common-projects,/approved-documents/approved-document-7-materials-and-workmanship-common-projects/,approved_document_longtail,,Common home projects affected by Approved Document 7: Materials and workmanship,Common home projects affected by Approved Document 7: Mate,"See which extensions, conversions, alterations and installations commonly connect to approved document 7: materials and workmanship.","See which extensions, conversions, alterations and installations commonly connect to approved document 7: materials and workmanship.",approved_document_interpretation,England-first,govuk_approved_documents_collection,govuk_approved_documents_collection,/approved-documents/7-materials-and-workmanship/;/approved-documents/;/tools/approved-document-router/,approved_document_longtail_template_v1,medium,"what it covers, projects affected, evidence, red flags, source version block",batch_5_seo_route_candidate,7
building-regs-before-you-start-checklist,/downloads/building-regs-before-you-start-checklist/,download_landing_page,,Building regs before-you-start checklist,Building regs before-you-start checklist,"Download a printable building regs before-you-start checklist for building regulations evidence, inspections and project paperwork.","Landing page for the building regs before-you-start checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
planning-permission-vs-building-regulations-one-page-comparison,/downloads/planning-permission-vs-building-regulations-one-page-comparison/,download_landing_page,,Planning permission vs building regulations one-page comparison,Planning permission vs building regulations one-page compa,"Download a printable planning permission vs building regulations one-page comparison for building regulations evidence, inspections and project paperwork.","Landing page for the planning permission vs building regulations one-page comparison, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
building-control-route-decision-sheet,/downloads/building-control-route-decision-sheet/,download_landing_page,,Building control route decision sheet,Building control route decision sheet,"Download a printable building control route decision sheet for building regulations evidence, inspections and project paperwork.","Landing page for the building control route decision sheet, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
homeowner-building-regs-risk-audit,/downloads/homeowner-building-regs-risk-audit/,download_landing_page,,Homeowner building regs risk audit,Homeowner building regs risk audit,"Download a printable homeowner building regs risk audit for building regulations evidence, inspections and project paperwork.","Landing page for the homeowner building regs risk audit, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
pre-start-conversation-script-for-builders,/downloads/pre-start-conversation-script-for-builders/,download_landing_page,,Pre-start conversation script for builders,Pre-start conversation script for builders,"Download a printable pre-start conversation script for builders for building regulations evidence, inspections and project paperwork.","Landing page for the pre-start conversation script for builders, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
building-control-application-prep-sheet,/downloads/building-control-application-prep-sheet/,download_landing_page,,Building control application prep sheet,Building control application prep sheet,"Download a printable building control application prep sheet for building regulations evidence, inspections and project paperwork.","Landing page for the building control application prep sheet, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
extension-building-control-prep-pack,/downloads/extension-building-control-prep-pack/,download_landing_page,,Extension building control prep pack,Extension building control prep pack,"Download a printable extension building control prep pack for building regulations evidence, inspections and project paperwork.","Landing page for the extension building control prep pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
single-storey-extension-site-checklist,/downloads/single-storey-extension-site-checklist/,download_landing_page,,Single-storey extension site checklist,Single-storey extension site checklist,"Download a printable single-storey extension site checklist for building regulations evidence, inspections and project paperwork.","Landing page for the single-storey extension site checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
two-storey-extension-risk-checklist,/downloads/two-storey-extension-risk-checklist/,download_landing_page,,Two-storey extension risk checklist,Two-storey extension risk checklist,"Download a printable two-storey extension risk checklist for building regulations evidence, inspections and project paperwork.","Landing page for the two-storey extension risk checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
loft-conversion-fire-and-structure-checklist,/downloads/loft-conversion-fire-and-structure-checklist/,download_landing_page,,Loft conversion fire and structure checklist,Loft conversion fire and structure checklist,"Download a printable loft conversion fire and structure checklist for building regulations evidence, inspections and project paperwork.","Landing page for the loft conversion fire and structure checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
garage-conversion-building-regs-pack,/downloads/garage-conversion-building-regs-pack/,download_landing_page,,Garage conversion building regs pack,Garage conversion building regs pack,"Download a printable garage conversion building regs pack for building regulations evidence, inspections and project paperwork.","Landing page for the garage conversion building regs pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
load-bearing-wall-removal-evidence-checklist,/downloads/load-bearing-wall-removal-evidence-checklist/,download_landing_page,,Load-bearing wall removal evidence checklist,Load-bearing wall removal evidence checklist,"Download a printable load-bearing wall removal evidence checklist for building regulations evidence, inspections and project paperwork.","Landing page for the load-bearing wall removal evidence checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
chimney-breast-removal-checklist,/downloads/chimney-breast-removal-checklist/,download_landing_page,,Chimney breast removal checklist,Chimney breast removal checklist,"Download a printable chimney breast removal checklist for building regulations evidence, inspections and project paperwork.","Landing page for the chimney breast removal checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
new-bathroom-and-ensuite-regs-checklist,/downloads/new-bathroom-and-ensuite-regs-checklist/,download_landing_page,,New bathroom and ensuite regs checklist,New bathroom and ensuite regs checklist,"Download a printable new bathroom and ensuite regs checklist for building regulations evidence, inspections and project paperwork.","Landing page for the new bathroom and ensuite regs checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
kitchen-building-regs-and-ventilation-checklist,/downloads/kitchen-building-regs-and-ventilation-checklist/,download_landing_page,,Kitchen building regs and ventilation checklist,Kitchen building regs and ventilation checklist,"Download a printable kitchen building regs and ventilation checklist for building regulations evidence, inspections and project paperwork.","Landing page for the kitchen building regs and ventilation checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
garden-room-building-regs-risk-checklist,/downloads/garden-room-building-regs-risk-checklist/,download_landing_page,,Garden room building regs risk checklist,Garden room building regs risk checklist,"Download a printable garden room building regs risk checklist for building regulations evidence, inspections and project paperwork.","Landing page for the garden room building regs risk checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
solar-panel-building-regs-and-roof-checklist,/downloads/solar-panel-building-regs-and-roof-checklist/,download_landing_page,,Solar panel building regs and roof checklist,Solar panel building regs and roof checklist,"Download a printable solar panel building regs and roof checklist for building regulations evidence, inspections and project paperwork.","Landing page for the solar panel building regs and roof checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
heat-pump-installation-paperwork-checklist,/downloads/heat-pump-installation-paperwork-checklist/,download_landing_page,,Heat pump installation paperwork checklist,Heat pump installation paperwork checklist,"Download a printable heat pump installation paperwork checklist for building regulations evidence, inspections and project paperwork.","Landing page for the heat pump installation paperwork checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
completion-certificate-evidence-folder,/downloads/completion-certificate-evidence-folder/,download_landing_page,,Completion certificate evidence folder,Completion certificate evidence folder,"Download a printable completion certificate evidence folder for building regulations evidence, inspections and project paperwork.","Landing page for the completion certificate evidence folder, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
competent-person-certificate-tracker,/downloads/competent-person-certificate-tracker/,download_landing_page,,Competent person certificate tracker,Competent person certificate tracker,"Download a printable competent person certificate tracker for building regulations evidence, inspections and project paperwork.","Landing page for the competent person certificate tracker, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
project-photo-evidence-log,/downloads/project-photo-evidence-log/,download_landing_page,,Project photo evidence log,Project photo evidence log,"Download a printable project photo evidence log for building regulations evidence, inspections and project paperwork.","Landing page for the project photo evidence log, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
building-control-contact-log,/downloads/building-control-contact-log/,download_landing_page,,Building control contact log,Building control contact log,"Download a printable building control contact log for building regulations evidence, inspections and project paperwork.","Landing page for the building control contact log, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
builder-document-request-list,/downloads/builder-document-request-list/,download_landing_page,,Builder document request list,Builder document request list,"Download a printable builder document request list for building regulations evidence, inspections and project paperwork.","Landing page for the builder document request list, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
structural-calculation-record-sheet,/downloads/structural-calculation-record-sheet/,download_landing_page,,Structural calculation record sheet,Structural calculation record sheet,"Download a printable structural calculation record sheet for building regulations evidence, inspections and project paperwork.","Landing page for the structural calculation record sheet, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
energy-and-ventilation-evidence-folder,/downloads/energy-and-ventilation-evidence-folder/,download_landing_page,,Energy and ventilation evidence folder,Energy and ventilation evidence folder,"Download a printable energy and ventilation evidence folder for building regulations evidence, inspections and project paperwork.","Landing page for the energy and ventilation evidence folder, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
regularisation-evidence-gatherer,/downloads/regularisation-evidence-gatherer/,download_landing_page,,Regularisation evidence gatherer,Regularisation evidence gatherer,"Download a printable regularisation evidence gatherer for building regulations evidence, inspections and project paperwork.","Landing page for the regularisation evidence gatherer, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
building-control-inspection-stage-checklist,/downloads/building-control-inspection-stage-checklist/,download_landing_page,,Building control inspection-stage checklist,Building control inspection-stage checklist,"Download a printable building control inspection-stage checklist for building regulations evidence, inspections and project paperwork.","Landing page for the building control inspection-stage checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
foundation-inspection-prep-sheet,/downloads/foundation-inspection-prep-sheet/,download_landing_page,,Foundation inspection prep sheet,Foundation inspection prep sheet,"Download a printable foundation inspection prep sheet for building regulations evidence, inspections and project paperwork.","Landing page for the foundation inspection prep sheet, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
drainage-inspection-prep-sheet,/downloads/drainage-inspection-prep-sheet/,download_landing_page,,Drainage inspection prep sheet,Drainage inspection prep sheet,"Download a printable drainage inspection prep sheet for building regulations evidence, inspections and project paperwork.","Landing page for the drainage inspection prep sheet, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
insulation-before-cover-up-checklist,/downloads/insulation-before-cover-up-checklist/,download_landing_page,,Insulation before-cover-up checklist,Insulation before-cover-up checklist,"Download a printable insulation before-cover-up checklist for building regulations evidence, inspections and project paperwork.","Landing page for the insulation before-cover-up checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
fire-safety-before-completion-checklist,/downloads/fire-safety-before-completion-checklist/,download_landing_page,,Fire safety before-completion checklist,Fire safety before-completion checklist,"Download a printable fire safety before-completion checklist for building regulations evidence, inspections and project paperwork.","Landing page for the fire safety before-completion checklist, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
final-completion-walkthrough,/downloads/final-completion-walkthrough/,download_landing_page,,Final completion walkthrough,Final completion walkthrough,"Download a printable final completion walkthrough for building regulations evidence, inspections and project paperwork.","Landing page for the final completion walkthrough, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-router-printout,/downloads/approved-document-router-printout/,download_landing_page,,Approved Document router printout,Approved Document router printout,"Download a printable approved document router printout for building regulations evidence, inspections and project paperwork.","Landing page for the approved document router printout, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-a-structure-homeowner-pack,/downloads/approved-document-a-structure-homeowner-pack/,download_landing_page,,Approved Document A structure homeowner pack,Approved Document A structure homeowner pack,"Download a printable approved document a structure homeowner pack for building regulations evidence, inspections and project paperwork.","Landing page for the approved document a structure homeowner pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-b-fire-safety-homeowner-pack,/downloads/approved-document-b-fire-safety-homeowner-pack/,download_landing_page,,Approved Document B fire safety homeowner pack,Approved Document B fire safety homeowner pack,"Download a printable approved document b fire safety homeowner pack for building regulations evidence, inspections and project paperwork.","Landing page for the approved document b fire safety homeowner pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-f-ventilation-homeowner-pack,/downloads/approved-document-f-ventilation-homeowner-pack/,download_landing_page,,Approved Document F ventilation homeowner pack,Approved Document F ventilation homeowner pack,"Download a printable approved document f ventilation homeowner pack for building regulations evidence, inspections and project paperwork.","Landing page for the approved document f ventilation homeowner pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-l-energy-homeowner-pack,/downloads/approved-document-l-energy-homeowner-pack/,download_landing_page,,Approved Document L energy homeowner pack,Approved Document L energy homeowner pack,"Download a printable approved document l energy homeowner pack for building regulations evidence, inspections and project paperwork.","Landing page for the approved document l energy homeowner pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
approved-document-p-electrical-homeowner-pack,/downloads/approved-document-p-electrical-homeowner-pack/,download_landing_page,,Approved Document P electrical homeowner pack,Approved Document P electrical homeowner pack,"Download a printable approved document p electrical homeowner pack for building regulations evidence, inspections and project paperwork.","Landing page for the approved document p electrical homeowner pack, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
installer-quote-building-regs-questions,/downloads/installer-quote-building-regs-questions/,download_landing_page,,Installer quote building regs questions,Installer quote building regs questions,"Download a printable installer quote building regs questions for building regulations evidence, inspections and project paperwork.","Landing page for the installer quote building regs questions, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
registered-installer-confirmation-form,/downloads/registered-installer-confirmation-form/,download_landing_page,,Registered installer confirmation form,Registered installer confirmation form,"Download a printable registered installer confirmation form for building regulations evidence, inspections and project paperwork.","Landing page for the registered installer confirmation form, including who it is for, when to use it, and related project/tool links.",printable_download,England-first,govuk_building_regs_approval,govuk_building_regs_how_to_apply;govuk_approved_documents_collection,/downloads/;/tools/building-control-route-checker/,download_landing_template_v1,low_if_asset_is_rendered_on_page,"asset preview, how to use, related project, source warning, print CTA",batch_5_seo_route_candidate,
